claim_id,source_section,source_line,source_text,source_text_sha256,claim_class,datasets,units,estimand,evidence_paths,evidence_status,action,target_section,target_text,target_text_sha256,reason
R008-C0022,2.4 测试时不确定性与人工标注差异,45,"测试时增强可通过多次变换的一致性提供经验不确定性 [23]。对于 $180^\circ$ 周期的朝向，必须在 $\theta\mapsto2\theta$ 的圆域计算方差，而不能直接对角度做线性方差。另一方面，人工标签并非无噪声常数；标注分歧、任务歧义和聚合规则会改变可解释的风险下限 [24,25]。本文分别报告 inter-annotator disagreement、annotator-vs-official-GT discrepancy 和几何 proxy，不将其中任何一个直接解释为真实 GT error。",df0dc3fdfffa4505bafad80d907d2eec16378841fb6fc81e6e8fb7f21b6c9bfd,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,2.4 测试时不确定性与人工标注差异,"测试时增强可通过多次变换的一致性提供经验不确定性 [23]。对于 $180^\circ$ 周期的朝向，必须在 $\theta\mapsto2\theta$ 的圆域计算方差，而不能直接对角度做线性方差。另一方面，人工标签并非无噪声常数；标注分歧、任务歧义和聚合规则会改变可解释的风险下限 [24,25]。本文分别报告 inter-annotator disagreement、annotator-vs-official-GT discrepancy 和几何 proxy，不将其中任何一个直接解释为真实 GT error。",df0dc3fdfffa4505bafad80d907d2eec16378841fb6fc81e6e8fb7f21b6c9bfd,与 orientation-specific measurement 证据一致。
R008-C0023,3 问题定义,47,## 3 问题定义,f4d05a0723d9a274960f909fbc3350e8d9e39065ebc5cca991f4cd7e871e647d,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,3 问题定义,## 3 问题定义,f4d05a0723d9a274960f909fbc3350e8d9e39065ebc5cca991f4cd7e871e647d,与 orientation-specific measurement 证据一致。
R008-C0024,3.1 le90 长边朝向与周期误差,49,### 3.1 le90 长边朝向与周期误差,ef4e79a7f6e524ceb4cbeefcadf213289f8c5e0ecdede88e01a8b9a07c151049,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,3.1 le90 长边朝向与周期误差,### 3.1 le90 长边朝向与周期误差,ef4e79a7f6e524ceb4cbeefcadf213289f8c5e0ecdede88e01a8b9a07c151049,与 orientation-specific measurement 证据一致。
R008-C0025,3.1 le90 长边朝向与周期误差,51,"将任意旋转框规范为长边表示：若 $w<h$，交换长短边并令角度增加 $90^\circ$。规范后的角度记为 $\phi\in[0^\circ,180^\circ)$。预测角 $\hat\phi$ 与参考角 $\phi$ 的圆周误差为",1ea4455937db0b9ec20a70d7bf599333df563255243c8c832cf01dfd52a8c158,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,3.1 le90 长边朝向与周期误差,"将任意旋转框规范为长边表示：若 $w<h$，交换长短边并令角度增加 $90^\circ$。规范后的角度记为 $\phi\in[0^\circ,180^\circ)$。预测角 $\hat\phi$ 与参考角 $\phi$ 的圆周误差为",1ea4455937db0b9ec20a70d7bf599333df563255243c8c832cf01dfd52a8c158,与 orientation-specific measurement 证据一致。
R008-C0026,3.1 le90 长边朝向与周期误差,55,=\min_{k\in\mathbb Z}\left|\hat\phi-\phi+180^\circ k\right|,5c9d10e89107681d72f931b31263c2a2b898924091c71b53a17498c8a6bc66a4,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,3.1 le90 长边朝向与周期误差,=\min_{k\in\mathbb Z}\left|\hat\phi-\phi+180^\circ k\right|,5c9d10e89107681d72f931b31263c2a2b898924091c71b53a17498c8a6bc66a4,与 orientation-specific measurement 证据一致。
R008-C0027,3.1 le90 长边朝向与周期误差,56,"=\min\left(d,180^\circ-d\right),",d28cfc34aed48478934bcbafe305fdceb475442674a6b5f72b22f07bf0726fac,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,3.1 le90 长边朝向与周期误差,"=\min\left(d,180^\circ-d\right),",d28cfc34aed48478934bcbafe305fdceb475442674a6b5f72b22f07bf0726fac,与 orientation-specific measurement 证据一致。
R008-C0028,3.1 le90 长边朝向与周期误差,59,"其中 $d=|\hat\phi-\phi|\bmod180^\circ$，故 $e_\theta\in[0^\circ,90^\circ]$。该量描述几何长边方向，不判断物体头尾或语义航向。",499c243f1b6904016543d1c0af7d7ea9fea2f2d9efa0f8daff064b162ed10fee,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,3.1 le90 长边朝向与周期误差,"其中 $d=|\hat\phi-\phi|\bmod180^\circ$，故 $e_\theta\in[0^\circ,90^\circ]$。该量描述几何长边方向，不判断物体头尾或语义航向。",499c243f1b6904016543d1c0af7d7ea9fea2f2d9efa0f8daff064b162ed10fee,与 orientation-specific measurement 证据一致。
R008-C0029,3.2 长宽比与可辨识区域,61,### 3.2 长宽比与可辨识区域,aff587ec9d7e45f941f6959d44895d86dcad0d14fa28221ff96e6a6ee2cf89c9,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,3.2 长宽比与可辨识区域,### 3.2 长宽比与可辨识区域,aff587ec9d7e45f941f6959d44895d86dcad0d14fa28221ff96e6a6ee2cf89c9,与 orientation-specific measurement 证据一致。
R008-C0030,3.2 长宽比与可辨识区域,66,"a=\frac{\max(w,h)}{\min(w,h)}\ge1.",6a03140a8e4aa36b4513506ff60aa5b1da9717282fd079b001351d3b109a0b0e,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,3.2 长宽比与可辨识区域,"a=\frac{\max(w,h)}{\min(w,h)}\ge1.",6a03140a8e4aa36b4513506ff60aa5b1da9717282fd079b001351d3b109a0b0e,与 orientation-specific measurement 证据一致。
R008-C0031,3.2 长宽比与可辨识区域,69,当 $a\to1$ 时，长轴方向趋于不可辨识，角度变化对旋转矩形几何的影响也减弱。本文正文唯一主口径为 `ar>=2.1`，并排除预测框或参考框处于近方形不稳定区的实例。`ar>=1.6` 和 `ar>=1.3` 仅用于敏感性检查，不用于替代主结果。,a0870d926a57075362020961f575c6980e1c8998dff87dc0185c2dff842e0078,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,3.2 长宽比与可辨识区域,当 $a\to1$ 时，长轴方向趋于不可辨识，角度变化对旋转矩形几何的影响也减弱。本文正文唯一主口径为 `ar>=2.1`，并排除预测框或参考框处于近方形不稳定区的实例。`ar>=1.6` 和 `ar>=1.3` 仅用于敏感性检查，不用于替代主结果。,a0870d926a57075362020961f575c6980e1c8998dff87dc0185c2dff842e0078,与 orientation-specific measurement 证据一致。
R008-C0032,3.3 可靠性分数与风险对象,71,### 3.3 可靠性分数与风险对象,ab76f8cf99a0b48830295283745bfc7a7eb5461ab3e3f9f9cfccac5d1124b1aa,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,3.3 可靠性分数与风险对象,### 3.3 可靠性分数与风险对象,ab76f8cf99a0b48830295283745bfc7a7eb5461ab3e3f9f9cfccac5d1124b1aa,与 orientation-specific measurement 证据一致。
R008-C0033,4 几何可辨识性与归一化风险,75,## 4 几何可辨识性与归一化风险,3106446b98c1c5127839e611cdff5e69dbc9dd9ea9dfb48377de1b9937856fb2,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,4 几何可辨识性与归一化风险,## 4 几何可辨识性与归一化风险,3106446b98c1c5127839e611cdff5e69dbc9dd9ea9dfb48377de1b9937856fb2,与 orientation-specific measurement 证据一致。
R008-C0034,4.1 理想几何容忍角,77,### 4.1 理想几何容忍角,796e0195b7fe2279dd8a13c1c23d0ac9f44136ec77c34fcfd4f5d2cda039e5e6,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,4.1 理想几何容忍角,### 4.1 理想几何容忍角,796e0195b7fe2279dd8a13c1c23d0ac9f44136ec77c34fcfd4f5d2cda039e5e6,与 orientation-specific measurement 证据一致。
R008-C0035,4.1 理想几何容忍角,83,"\inf\left\{\delta\in[0^\circ,90^\circ]:J(\delta;a)<\tau\right\}.",49dad16cefc70512cbfdff4458cdb57abe994b578d39441cf1faad198c988d1a,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,4.1 理想几何容忍角,"\inf\left\{\delta\in[0^\circ,90^\circ]:J(\delta;a)<\tau\right\}.",49dad16cefc70512cbfdff4458cdb57abe994b578d39441cf1faad198c988d1a,与 orientation-specific measurement 证据一致。
R008-C0036,4.1 理想几何容忍角,86,数值求解遵循 le90 第一叶，角度精度为 $0.001^\circ$。$a$ 越大，$\delta_\tau(a)$ 通常越小；$\tau=0.75$ 比 $\tau=0.50$ 更早响应角度变化。以“15° 误差应在 IoU 0.75 下产生明确几何后果”为原则，反解交叉点约为 $a=2.1$，由此得到正文主口径。,1fed5cf0ab6ff7483cea99f45d91eb562c285578f44ade6e578fc54a233811e9,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,4.1 理想几何容忍角,数值求解遵循 le90 第一叶，角度精度为 $0.001^\circ$。$a$ 越大，$\delta_\tau(a)$ 通常越小；$\tau=0.75$ 比 $\tau=0.50$ 更早响应角度变化。以“15° 误差应在 IoU 0.75 下产生明确几何后果”为原则，反解交叉点约为 $a=2.1$，由此得到正文主口径。,1fed5cf0ab6ff7483cea99f45d91eb562c285578f44ade6e578fc54a233811e9,与 orientation-specific measurement 证据一致。
R008-C0037,4.2 主风险事件与固定角度敏感性,90,### 4.2 主风险事件与固定角度敏感性,1dfebebbf7f3d7eb98a10104bddda468cbbf65b8fdd6afb9c9c2e770c3656273,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,4.2 主风险事件与固定角度敏感性,### 4.2 主风险事件与固定角度敏感性,1dfebebbf7f3d7eb98a10104bddda468cbbf65b8fdd6afb9c9c2e770c3656273,与 orientation-specific measurement 证据一致。
